Start,End,BoredSleepy,Contempt,Sadness,Joy,Love,Anger,TenseStress,Fear,Surprise
18305,18432,0,0,0,0,0,0,0,0,0
18433,18560,0,0,0,0,0,0,0,0,0
18561,18688,0,0,0,0,0,0,0,0,0
18689,18816,0,0,0,0,0,0,0,0,0
18817,18944,0,0,0,0,0,0,0,0,0
18945,19072,0,0,0.745104383579674,0,0,0,0,0,0
19073,19200,0,0,0,0,0.381618454529235,0,0,0,0
19201,19328,0,0,0,0,0,0,0,0,0
19329,19456,0,0,0,0,0,0,0,0,0
19457,19584,0,0,0,0,0,0,0,0,0
19585,19712,0,0,0,0,0,0,0,0,0
19713,19840,0.455240069365532,0,0.234142340885108,0,0,0,0,0,0
19841,19968,0,0,0,0,0,0,0,0,0
19969,20096,0,0,0,0,0,0,0,0,0
20097,20224,0,0,0,0,0,0,0,0,0
20225,20352,0,0,0,0,0,0,0,0,0
20353,20480,0,0,0,0,0,0,0,0,0
20481,20608,0,0,0,0,0.900654884675059,0,0,0,0
20609,20736,0,0,0,0,0,0,0,0,0
20737,20864,0,0,0,0,0,0,0,0,0
20865,20992,0,0,0,0,0.135374451123143,0,0,0,0
20993,21120,0,0,0,0,0,0,0,0,0
21121,21248,0,0,0,0,0,0,0,0,0
21249,21376,0,0,0,0,0,0,0,0,0
21377,21504,0,0,0,0,0,0,0,0,0
21505,21632,0,0,0,0,0,0,0,0,0
21633,21760,0.163538608621929,0,0.163538608621929,0,0,0,0,0,0
21761,21888,0,0,0,0,0.579551078590179,0,0,0,0
21889,22016,0,0,0,0,0,0,0,0,0
22017,22144,0,0,0,0,0,0,0,0,0
22145,22272,0,0,0,0,0,0,0,0,0
22273,22400,0,0,0,0,0,0,0,0,0
22401,22528,0,0,0,0,0,0,0,0,0
22529,22656,0,0,0,0,0,0,0,0,0
22657,22784,0,0,0,0,0,0,0,0,0
22785,22912,0,0,0,0,0,0,0,0,0
22913,23040,0,0,0,0,0,0,0,0.102584426372998,0
23041,23168,0,0,0,0,0,0,0,0,0
23169,23296,0,0,0,0,0,0,0,0,0
23297,23424,0,0,0,0,0,0,0,0,0
23425,23552,0,0,0,0,0,0,0,0,0
23553,23680,0,0,0,0,0,0,0,0,0
23681,23808,0,0,0,0,0,0,0,0,0
23809,23936,0,0,0,0,0,0,0,0,0
23937,24064,0,0,0,0,0,0,0,0,0
24065,24192,0,0,0,0,0,0,0,0,0
24193,24320,0,0,0,0,0,0,0,0,0
24321,24448,0,0,0,0,0,0,0,0,0
24449,24576,0,0,0,0,0,0,0,0,0
24577,24704,0,0,0,0,0.340134572662027,0,0,0,0
24705,24832,0,0,0,0,1,0,0,0,0
24833,24960,0,0,0,0,0,0,0,0,0
24961,25088,0,0,0,0,0,0,0,0,0
25089,25216,0,0,0,0,0,0,0,0,0
25217,25344,0,0,0,0,0,0,0,0,0
25345,25472,0,0,0,0,0,0,0,0,0
25473,25600,0,0,0.627301821621497,0,0,0,0,0,0
25601,25728,0.175422327233568,0,0.175422327233568,0,0,0,0,0,0
25729,25856,0,0,0,0,0,0,0,0,0
25857,25984,0,0,0,0,0,0,0,0,0
25985,26112,0,0,0,0,0,0,0,0,0
26113,26240,0.0535848351342827,0,0,0,0,0,0,0,0
26241,26368,0,0,0,0,0,0,0,0,0
26369,26496,0.36337784646147,0,0.0627941281236952,0,0,0,0,0,0
26497,26624,0,0,0,0,0,0,0,0,0
26625,26752,0,0,0,0,0,0,0,0,0
26753,26880,0,0,0,0,0.326857807791868,0,0,0,0
26881,27008,0,0,0,0,0,0,0,0,0
27009,27136,0,0,0,0,0,0,0,0,0
27137,27264,0,0,0,0,0,0,0,0,0
27265,27392,0,0,0,0,0,0,0,0,0
27393,27520,0,0,0,0,0.322417632528835,0,0,0,0
27521,27648,0,0,0,0,0,0,0,0,0
27649,27776,0,0,0,0,0,0,0,0,0
27777,27904,0,0,0,0,0,0,0,0,0
27905,28032,0,0,0,0,0,0,0,0,0
28033,28160,0,0,0,0,0,0,0,0,0
28161,28288,0.324311831002425,0,0,0,0,0,0,0,0
28289,28416,0,0,0,0,0,0,0,0,0
28417,28544,0,0,0,0,0,0,0,0,0
28545,28672,0,0.502233268851563,0,0,0,0,0,0,0
28673,28800,0,0,0,0,0,0,0,0,0
28801,28928,0,0,0,0,0,0,0,0,0
28929,29056,0.169502751776152,0,0,0,0,0,0,0,0
29057,29184,0,0,0,0,0,0,0,0,0
29185,29312,0,0,0,0,0,0,0,0,0
29313,29440,0,0,0,0,0,0,0,0,0
29441,29568,0.490724949169825,0,0.131956288122631,0,0,0,0,0,0
29569,29696,0,0,0,0,0,0,0,0,0
29697,29824,0,0,0,0,0,0,0,0,0
29825,29952,0,0,0,0,0,0,0,0,0
29953,30080,0,0,0,0,0,0,0,0,0
30081,30208,0,0,0,0,0,0,0,0,0
30209,30336,0,0,0,0,0,0,0,0,0
30337,30464,0,0,0,0,0,0,0,0,0
30465,30592,0,0,0,0,0,0,0,0,0
30593,30720,0,0,0,0,0,0,0,0,0
30721,30848,0,0,0,0,0,0,0,0,0
30849,30976,0,0,0,0,0.274165942178853,0,0,0,0
30977,31104,0,0,0,0,0,0,0,0,0
31105,31232,0,0,0,0,0,0,0,0,0
31233,31360,0,0,0,0,0,0,0,0,0
31361,31488,0,0,0,0,0,0,0,0,0
31489,31616,0,0,0,0,0,0,0,0,0
31617,31744,0,0,0,0,0,0,0,0,0
31745,31872,0.00659625373452766,0,0.495052809699104,0,0,0,0,0,0
31873,32000,0,0,0,0,0,0,0,0,0
32001,32128,0,0,0,0,0.327941772245124,0,0,0,0
32129,32256,0,0,0,0,0,0,0,0,0
32257,32384,0,0,0,0,0,0,0,0,0
32385,32512,0,0,0,0,0,0,0,0,0
32513,32640,0,0,0,0,0,0,0,0,0
32641,32768,0,0,0,0,0,0,0,0,0
32769,32896,0,0,0,0,0,0,0,0,0
32897,33024,0,0,0,0,0,0,0,0,0
33025,33152,0,0,0,0.163673655635369,0,0,0,0,0
33153,33280,0,0,0,0,0,0,0,0,0
33281,33408,0,0,0.793060532410153,0,0,0,0,0,0
33409,33536,0,0,0,0,0,0,0,0,0
33537,33664,0,0,0,0,0,0,0,0,0
33665,33792,0,0,0,0,0,0,0,0,0
33793,33920,0,0,0,0,0,0,0,0,0
33921,34048,0.341375356024402,0,0.292914095541185,0,0,0,0,0,0
34049,34176,0,0,0,0,0,0,0,0,0
34177,34304,0,0,0,0,0,0,0,0,0
34305,34432,0.306341180685048,0,0.270244114486214,0,0,0,0,0,0
34433,34560,0,0,0,0,0,0,0,0,0
34561,34688,0,0,0,0,0,0,0,0,0
34689,34816,0,0,0,0,0,0,0,0,0
34817,34944,0,0,0,0,0,0,0,0,0
34945,35072,0,0,0,0,0,0,0,0,0
35073,35200,0,0,0,0,0,0,0,0,0
35201,35328,0,0,0,0,0.0310441833052813,0,0,0,0
35329,35456,0,0,0,0,0,0,0,0,0
35457,35584,0,0,0,0,0,0,0,0,0
35585,35712,0,0,0,0,0,0,0,0,0
35713,35840,0,0,0,0,0,0,0,0,0
35841,35968,0,0,0,0,0,0,0,0,0
35969,36096,0,0,0,0,0,0,0,0,0
36097,36224,0,0,0,0,0.653114351389758,0,0,0,0
36225,36352,0,0,0,0,0,0,0,0,0
36353,36480,0,0,0,0,0,0,0,0,0
36481,36608,0,0,0,0,0,0,0,0,0
36609,36736,0,0,0,0,0,0,0,0,0
36737,36864,0,0,0,0,0.370537361648096,0,0,0,0
36865,36992,0,0,0,0,0,0,0,0,0
36993,37120,0,0,0,0,0,0,0,0,0
37121,37248,0,0,0,0,0,0,0,0,0
37249,37376,0,0,0,0,0,0,0,0,0
37377,37504,0,0,0,0,0.304309178087404,0,0,0,0
37505,37632,0,0,0,0,0,0,0,0,0
37633,37760,0,0,0,0,0,0,0,0,0
37761,37888,0,0,0,0,0,0,0,0,0
37889,38016,0,0,0,0,0,0,0,0,0
38017,38144,0.209075899152533,0,0.0303060696025187,0,0,0,0,0,0
38145,38272,0,0,0,0,0,0,0,0,0
38273,38400,0,0,0,0,0,0,0,0,0
38401,38528,0,0,0.489913323008078,0,0,0.0134489026558963,0,0,0
38529,38656,0,0,0,0,0,0,0,0,0
38657,38784,0,0,0,0,0,0,0,0,0
38785,38912,0,0,0,0.490030170011622,0,0,0,0,0
38913,39040,0,0,0,0,0,0,0,0,0
39041,39168,0,0,0,0,0,0,0,0,0
39169,39296,0,0,0.393689554785645,0,0,0,0,0,0
39297,39424,0,0.381882139346118,0,0,0,0,0,0,0
39425,39552,0,0.326769176574379,0,0,0,0,0,0,0
39553,39680,0,0,0,0,0,0,0,0,0
39681,39808,0,0,0,0,0,0,0,0,0
39809,39936,0,0,0,0,0,0,0,0,0
39937,40064,0,0,0,0,0,0,0,0,0
40065,40192,0,0,0,0,0,0,0,0,0
40193,40320,0,0,0,0,0,0.113231119466508,0,0.415076660400119,0
40321,40322,0,0,0,0,0,0,0,0,0
