Start,End,BoredSleepy,Contempt,Sadness,Joy,Love,Anger,TenseStress,Fear,Surprise
1,128,0.508483399884315,0,0,0,0,0,0,0,0
129,256,0,0,0,0,0,0,0,0.89607215973747,0
257,384,0,0,0,0,0,0,0,0,0
385,512,0,0,0,0,0,0,0,0,0
513,640,0,0,0,0,0,0,0,0,0
641,768,0,0,0,0,0,0,0,0,0
769,896,0,0,0,0,0,0,0,0,0
897,1024,0,0,0,0,0,0,0,0,0
1025,1152,0.307234145855319,0,0.384367856679488,0,0,0,0,0,0
1153,1280,0,0,0,0,0,0,0,0,0
1281,1408,0,0,0.487817320118497,0,0,0,0,0,0
1409,1536,0.0803068788594778,0,0,0,0,0,0,0,0
1537,1664,0,0,0,0,0,0,0,0,0
1665,1792,0,0,0,0,0,0,0,0,0
1793,1920,0,0,0,0,0,0,0,0,0
1921,2048,0,0,0,0,0,0,0,0,0
2049,2176,0,0,0,0,0.437048571144972,0,0,0,0
2177,2304,0.254347030897898,0,0.0968982760839587,0,0,0,0,0,0
2305,2432,0,0,0,0,0,0,0,0,0
2433,2560,0,0,0,0,0,0,0,0,0
2561,2688,0,0,0,0,0,0,0,0,0
2689,2816,0.740450934104148,0,0,0,0,0,0,0,0
2817,2944,0,0,0,0,0,0,0,0,0
2945,3072,0,0,0,0,0,0,0,0,0
3073,3200,0,0,0,0,0,0,0,0,0
3201,3328,0,0,0,0,0.0744234276734898,0,0,0,0
3329,3456,0,0,0,0,0,0,0,0,0
3457,3584,0,0,0,0,0,0,0,0,0
3585,3712,0,0,0,0,0,0,0,0,0
3713,3840,0,0,0,0,0,0,0,0,0
3841,3968,0,0,0,0,0,0,0,0,0
3969,4096,0,0,0,0,0,0,0,0,0
4097,4224,0,0,0,0,0,0,0,0.528106377939073,0
4225,4352,0,0,0,0,0.399919918072756,0,0,0.202323401151006,0
4353,4480,0,0,0.825389235619091,0,0,0,0,0,0
4481,4608,0,0,0,0,0,0,0,0,0
4609,4736,0,0,0,0,0,0,0,0,0
4737,4864,0,0,0,0,0,0,0,0,0
4865,4992,0,0,0,0,0,0,0,0,0
4993,5120,0,0,0,0,0,0,0,0,0
5121,5248,0,0,0,0,0,0,0,0,0
5249,5376,0,0,0,0,0,0,0,0,0
5377,5504,0,0,0,0,0,0,0,0,0
5505,5632,0.501183453393633,0,0,0,0,0,0,0,0
5633,5760,0,0,0,0,0,0,0,0,0
5761,5888,0,0,0,0,0,0,0,0,0
5889,6016,0,0,0,0,0,0,0,0,0
6017,6144,0,0,0,0,0,0,0,0,0
6145,6272,0,0,0,0,0,0,0,0,0
6273,6400,0,0,0,0,0,0,0,0,0
6401,6528,0,0,0,0,0,0,0,0,0
6529,6656,0,0,0,0,0,0,0,0,0
6657,6784,0,0,0,0,0,0,0,0,0
6785,6912,0,0,0,0,0,0,0,0,0
6913,7040,0,0,0,0,0,0,0,0,0
7041,7168,0,0,0,0,0,0,0,0,0
7169,7296,0,0,0,0,0,0,0,0,0
7297,7424,0,0,0,0,0,0,0,0,0
7425,7552,0,0,0,0,0,0,0,0,0
7553,7680,0.0381630854261617,0,0,0,0,0,0,0,0
7681,7808,0,0,0,0,0,0,0,0,0
7809,7936,0.66037091479659,0,0,0,0,0,0,0,0
7937,8064,0,0,0,0,0,0,0,0,0
8065,8192,0,0,0,0,0,0,0,0,0
8193,8320,0,0,0,0,0.0672013739357996,0,0,0,0
8321,8448,0,0,0,0,0,0,0,0,0
8449,8576,0,0,0,0,0,0,0,0,0
8577,8704,0,0,0,0,0,0,0,0,0
8705,8832,0.114723301787757,0,0,0,0,0,0,0,0
8833,8960,0.118503108565781,0,0,0,0,0,0,0,0
8961,9088,0,0,0,0,0,0,0,0,0
9089,9216,0,0,0,0,0,0,0,0,0
9217,9344,0,0,0,0,0,0,0,0,0
9345,9472,0,0,0,0,0,0,0,0,0
9473,9600,0.0290594243180498,0,0,0,0,0,0,0,0
